what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1365994422777
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1365994422782
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1365994422792
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1365994422803
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1365994422810
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1365994422819
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1365994422829
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1365994422838
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1365994422843
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1365994422854
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1365994422857
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1365994422862
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1365994422867
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1365994422873
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1365994422881
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1365994422892
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1365994422892
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1365994422902
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1365994422910
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1365994422918
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1365994422928
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1365994422933
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1365994422942
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1365994422947
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1365994422953
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1365994422961
os,sysinfo,,,"win32",1365994422965
arch,sysinfo,,,"x86_64",1365994422965
ws,sysinfo,,,"win32",1365994422965
locale,sysinfo,,,"en_US",1365994422965
processors,sysinfo,,,"2",1365994422965
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1365994422965
java.runtime.version,sysinfo,,,"1.6.0_41-b02",1365994422965
java.specification.name,sysinfo,,,"Java Platform API Specification",1365994422965
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1365994422965
java.specification.version,sysinfo,,,"1.6",1365994422965
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1365994422965
java.version,sysinfo,,,"1.6.0_41",1365994422965
java.vm.info,sysinfo,,,"mixed mode",1365994422965
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1365994422965
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1365994422965
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1365994422965
java.vm.specification.version,sysinfo,,,"1.0",1365994422965
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1365994422965
java.vm.version,sysinfo,,,"20.14-b01",1365994422965
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1365994422980
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365994427649
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365994427668
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1365994427708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994432630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994457649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1365994457654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994464127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994467948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994475162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994511742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1365994511751
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1365994520571
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1365994520597
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1365994522157
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1365994522192
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365994523990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994525955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994561473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994562711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994563771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994564045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994593801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994594302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994624420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994627858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994651739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1365994651750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994660740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994662615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994705020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994705874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994706796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994707722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994708700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994799880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994801303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994802549
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365994802857
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1365994803242
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1365994803755
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1365994803826
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1365994804409
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1365994804436
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1365994804491
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1365994804516
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1365994804569
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1365994804640
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1365994804664
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1365994804664
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1365994804708
